Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
VariableReference,Variable,0,1,A reference to the variable that defines the measure of the NCube.,,,,,,,,,,,ddi:reusable:3_3,e,
AggregationDefinition,AggregationDefinitionType,0,1,"Identifies the independent (denominator) and dependent (numerator) dimensions for calculating aggregate measures such as percent. When two or more independent or dependent dimensions are listed here, the value is defined as the intersection of the listed dimensions.",,,,,,,,,,,ddi:logicalproduct:3_3,e,
