Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
SourceLinkVariableReference,Variable,0,1,A reference to the variable in the Source Record containing the value that is equal to the value in the identified variable in the Target Record.,,,,,,,,,ddi:logicalproduct:3_3,e,
TargetLinkVariableReference,Variable,0,1,A reference to the variable in the Target Record containing the value that is equal to the value in the identified variable in the Source Record.,,,,,,,,,ddi:logicalproduct:3_3,e,
