Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Label,langString,0,n,"A display label for the domain.",,,,,,,,,,,ddi:reusable:3_3,e,
Description,langString,0,n,A description of the content and purpose of the domain.,,,,,,,,,,,ddi:reusable:3_3,e,
OutParameter,ParameterType,0,1,"Allows for the response to be bound to one of the QuestionItem's OutParameters, so the collected information can be used elsewhere, for example as inputs to subsequent questions in an Instrument or to a GenerationInstruction. If multiple responses are possible, this would represent and ordered array of the responses.",,,,,,,,,,,ddi:reusable:3_3,e,
ResponseCardinality,ResponseCardinalityType,0,1,Allows the designation of the minimum and maximum number of responses allowed for this response domain.,,,,,,,,,,,ddi:reusable:3_3,e,
ContentDateOffset,ContentDateOffsetType,0,1,Identifies the difference between the date applied to the data as a whole and this specific item such as previous year's income or residence 5 years ago.,,,,,,,,,,,ddi:reusable:3_3,e,
