Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
AttributeKey,CodeValueType,0,1,This key (sometimes referred to as a name) expressed as a string. Supports the use of an external controlled vocabulary which is the recommended approach.,,,,,,,,,ddi:reusable:3_3,e,
AttributeValue,CodeValueType,0,1,The value assigned to the named Key expressed as a string. Supports the use of an external controlled vocabulary.,,,,,,,,,ddi:reusable:3_3,e,
