Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
TypeOfWeighting,CodeValueType,0,1,Allows brief identification of Time Method used with the option of using a controlled vocabulary.,,,,,,,,,ddi:datacollection:3_2,e,
Description,StructuredStringType,0,1,Full description of the data collection methodology. Supports structured content and multiple language content.,,,,,,,,,ddi:reusable:3_2,e,
StandardWeight,StandardWeightType,0,n,A standard weighting factor used by all or a group of variables within the data set.,,,,,,,,,ddi:datacollection:3_2,e,
