Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
TypeOfDeviationFromSampleDesign,CodeValueType,0,1,Allows brief identification of the deviation from the sample design with the option of using a controlled vocabulary.,,,,,,,,,,,ddi:datacollection:3_3,e,
Description,langString,0,n,Full description of deviation from the sample design.,,,,,,,,,,,ddi:reusable:3_3,e,
