Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
RangeUnit,string,0,1,Specifies the units in the range.,,,,,,,,,ddi:reusable:3_2,e,
MinimumValue,RangeValueType,0,1,Minimum value in the range.,,,,,,,,,ddi:reusable:3_2,e,
MaximumValue,RangeValueType,0,1,Maximum value in the range.,,,,,,,,,ddi:reusable:3_2,e,
