Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
ProcessingInstructionReference,GenerationInstruction,0,1,Reference to a ProcessingInstruction containing the process instructions for restricting a level of coverage.,,,,,,,,,ddi:reusable:3_2,e,
CommandCode,CommandCodeType,0,1,The process instructions for restricting a level of coverage expressed as a command code.,,,,,,,,,ddi:reusable:3_2,e,
