Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
EffectivePeriod,DateType,0,1,The period for which this image is effective/valid.,,,,,,,,,ddi:reusable:3_2,e,
Privacy,string,0,1,A basic set of privacy codes for the parent element. These may be stricter than the general access restrictions for the overall metadata. If available codes are insufficient this may also contain any string.,,,public restricted private,,,,,,,a,
