Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Description,StructuredStringType,0,1,A full description of the purpose for stratifying your sample frame prior to sampling,,,,,,,,,ddi:reusable:3_3,e,
UniverseReference,Universe,0,n,"Reference each sub universe which defines a strata of the population. For example if you are stratifying on gender there would be 2 Universe references, one to Males and one to Females.",,,,,,,,,ddi:reusable:3_3,e,
