Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
ResponseTextSet,ResponseTextSetType,0,1,"Text closely related to the content of the ResponseDomain(s), in general, text required to make sense of the related response domain. ResponseTextSet provides a means of bundling multiple language versions of ResponseText together. This wrapper serves to differentiate between a case where multiple language content for a single ResponseText are provided and when two differing sets of ResponseText are in immediate sequence (with no intervening question).  Note that when using ResponseText, the full ResponseText must be repeated for multi-language versions of the content within the same ResponseTextSet.",,,,,,,,,ddi:datacollection:3_3,e,
ResponseDomainInMixed,ResponseDomainInMixedType,0,1,"A structure that provides both the response domain and information on how it should be attached, or related, to other specified response domains in the question.",,,,,,,,,ddi:datacollection:3_3,e,
