Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
GeographicCode,string,0,1,Container for a standard geography code expressed as a string.,,,,,,,,,ddi:reusable:3_3,e,
AuthorizedSourceReference,AuthorizedSourceType,0,1,Reference to the AuthorizedSource description in GeographicLocation that provided this code.,,,,,,,,,ddi:reusable:3_3,e,
