Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
SimpleDate,cogsDate,0,1,A single point in time. If a duration is expressed as a SimpleDate it is defining a period of time without a designated Start or End date.,,,,,,,,,ddi:reusable:3_2,e,
HistoricalDate,HistoricalDateType,0,1,"A simple date expressed in a historical date format, including a specification of the date format and calendar used.",,,,,,,,,ddi:reusable:3_2,e,
StartDate,cogsDate,0,1,"Start of a date range. If there is a start date with no end date provided, this implies that the end date is unknown but that the date being recorded is not just a simple date but a range of unknown duration.",,,,,,,,,ddi:reusable:3_2,e,
HistoricalStartDate,HistoricalDateType,0,1,"A start date expressed in a historical date format, including a specification of the date format and calendar used.",,,,,,,,,ddi:reusable:3_2,e,
EndDate,cogsDate,0,1,End of a date range with a known start date.,,,,,,,,,ddi:reusable:3_2,e,
HistoricalEndDate,HistoricalDateType,0,1,"An end date expressed in a historical date format, including a specification of the date format and calendar used.",,,,,,,,,ddi:reusable:3_2,e,
Cycle,int,0,1,"Use to indicate occurrence of this range within a series of ranges as an integer identifying the cycle, i.e. the 4th wave of a data collection cycle would have 4.",,,,,,,,,ddi:reusable:3_2,e,
