Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
MeasureDimensionValue,MeasureDimensionValueType,0,n,Specifies the orderValue of the Measure in the MeasureDimension described in the NCubeInstance along with its arrayOrder if multiple measures are provided as an array in a single storage location.,,,,,,,,,,,ddi:reusable:3_3,e,
PhysicalTableLocation,PhysicalTableLocationType,0,1,Description of the physical location of the measure value(s) in the data file.,,,,,,,,,,,ddi:physicaldataproduct:3_3,e,
