Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
TypeOfAdditionalData,CodeValueType,0,1,Specifies type of additional data collected. Supports the use of a controlled vocabulary.,,,,,,,,,,,ddi:datacollection:3_3,e,
Description,langString,0,n,Description of the additional data collected.,,,,,,,,,,,ddi:reusable:3_3,e,
