Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
VariableReference,Variable,0,1,Reference to the variable describing the item.,,,,,,,,,ddi:reusable:3_2,e,
RecordReference,string,0,1,The value of the record identifier or key. This is the value found in the item linked to the variable identified by the DataSet in the IdentifyingVariableReference.,,,,,,,,,ddi:dataset:3_2,e,
Value,ValueType,0,n,The value of the item for the specified variable and record.,,,,,,,,,ddi:reusable:3_2,e,
