Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
CategorySchemeName,langString,0,n,"A name for the CategoryScheme.",,,,,,,,,,,ddi:logicalproduct:3_3,e,
Label,langString,0,n,"A display label for the CategoryScheme.",,,,,,,,,,,ddi:reusable:3_3,e,
Description,langString,0,n,A description of the content and purpose of the CategoryScheme.,,,,,,,,,,,ddi:reusable:3_3,e,
CategorySchemeReference,CategoryScheme,0,n,Allows for inclusion by reference of other category schemes.,,,,,,,,,,,ddi:reusable:3_3,e,
CategoryReference,Category,0,n,"A description of a particular category or response. OECD Glossary of Statistical Terms: Generic term for items at any level within a classification, typically tabulation categories, sections, subsections, divisions, subdivisions, groups, subgroups, classes and subclasses.",,,,,,,,,,,ddi:logicalproduct:3_3,e,
CategoryGroupReference,CategoryGroup,0,n,Allows categories to be grouped with or without hierarchical structure.,,,,,,,,,,,ddi:logicalproduct:3_3,e,
