Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
SimilarConceptReference,Concept,0,1,Reference to a concept with a similar definition.,,,,,,,,,,,ddi:conceptualcomponent:3_3,e,
Difference,langString,0,n,Description of the difference between the two concepts. ,,,,,,,,,,,ddi:reusable:3_3,e,
