Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Citation,CitationType,0,1,"Citation for the Instance. Note that the citation is optional, because the DDI Instance may contain only reusable component pieces of metadata sets, which are not directly concerned with a single study or studies.",,,,,,,,,ddi:reusable:3_2,e,
Coverage,CoverageType,0,1,"This element contains descriptions of temporal, geographic and topical coverage. At the instance level these descriptions should be inclusive of the coverage of all modules in the instance. The element is available within individual modules and can be used to refine the coverage to that of the individual module.",,,,,,,,,ddi:reusable:3_2,e,
GroupReference,Group,0,n,A publication of a Group of StudyUnits in-line.,,,,,,,,,ddi:group:3_2,e,
ResourcePackageReference,ResourcePackage,0,n,A publication of a set of maintainables (modules or schemes) intended for reuse between studies in-line.,,,,,,,,,ddi:group:3_2,e,
LocalHoldingPackageReference,LocalHoldingPackage,0,n,A publication package containing a deposited publication as well as local value added or processing information in-line.,,,,,,,,,ddi:group:3_2,e,
StudyUnitReference,StudyUnit,0,n,"A publication of a study unit representing the purpose, background, development, data capture, and data products related to a study in-line.",,,,,,,,,ddi:studyunit:3_2,e,
OtherMaterial,OtherMaterialType,0,n,External materials related to the DDI Instance that have not been included in any maintainables contained within the instance.,,,,,,,,,ddi:reusable:3_2,e,
DDIProfileReference,DDIProfile,0,n,A DDIProfile applicable to the instance.,,,,,,,,,ddi:ddiprofile:3_2,e,
TranslationInformation,TranslationType,0,1,TranslationInformation contains information about the translation of the content of the DDI Instance. This includes human-readable information about which language(s) are involved in the translation.,,,,,,,,,ddi:instance:3_2,e,
