Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
StartCharOffset,int,0,1,"Number of characters from beginning of the document, indicating the inclusive start of the text range.",,,,,,,,,ddi:reusable:3_2,e,
EndCharOffset,int,0,1,"Number of characters from the beginning of the document, indicating the inclusive end of the text segment.",,,,,,,,,ddi:reusable:3_2,e,
