Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Type,string,0,1,"Indicates value type as ""GreaterThan"", LessThan"", ""Equal"", ""GreaterThanOrEqual"", ""LessThanOrEqual"", or ""NotEqual"".",,,,,GreaterThan LessThan Equal GreaterThanOrEqual LessThanOrEqual NotEqual,,,,,,,a,
ValueIsBlank,boolean,0,1,"Set to ""true"" if the value of the conditional variable is blank.",,,,,,,,,,,,a,
