Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
DevelopmentPlanName,langString,0,n,"A name for the DevelopmentPlan.",,,,,,,,,,,ddi:datacollection:3_3,e,
Label,langString,0,n,"A display label for the Development Plan.",,,,,,,,,,,ddi:reusable:3_3,e,
Description,langString,0,n,A description of the content and purpose of the Development Plan.,,,,,,,,,,,ddi:reusable:3_3,e,
DevelopmentObjective,langString,0,n,Describes the objectives of the development work. Supports the use of structured content in multiple languages.,,,,,,,,,,,ddi:datacollection:3_3,e,
ContactReference,Agent,0,n,A reference to an organization and/or individual to contact for further information on this questionnaire development activity.,,true,,,,,,,,,ddi:datacollection:3_3,e,
CostStructure,CostStructureType,0,n,Budget and funding information related to the development work.,,,,,,,,,,,ddi:datacollection:3_3,e,
DevelopmentActivityReference,DevelopmentActivity,0,n,"Reference to one or more Development Activities used by the Development Plan. DevelopmentActivity is a substitution base for a number of types of activities described with appropriate content. TypeOfObject should be ContentReviewActivity, TranslationActivity, or PretestActivity.",,true,,,,,,,,,ddi:datacollection:3_3,e,
