Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Object,CodeValueType,0,1,"The type of object on which the action takes place such as an image, audio tape, etc. Allows for the use of a controlled vocabulary.",,,,,,,,,ddi:reusable:3_3,e,
Action,ActionType,0,n,"Describes the region of an image, recording, or text where an action where a specified action is performed and the type of action taken (i.e., Mark an ""X"" where the actor should be standing on the picture of the stage.).",,,,,,,,,ddi:reusable:3_3,e,
