Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Description,langString,0,n,A description of the overall budget of the project.,,,,,,,,,,,ddi:reusable:3_3,e,
BudgetDocument,BudgetDocumentType,0,n,References to one or more external budget documents.,,,,,,,,,,,ddi:reusable:3_3,e,
