Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
Label,LabelType,0,n,A label for the LifecycleEvent. May be repeated to provide different labels needed due to system or application constraints.,,,,,,,,,ddi:reusable:3_3,e,
EventType,CodeValueType,0,1,"Indicates the type of LifecycleEvent, using a typology meaningful to the documenter. Supports the use of a controlled vocabulary.",,,,,,,,,ddi:reusable:3_3,e,
Date,DateType,0,1,The date or date range of the LifecycleEvent.,,,,,,,,,ddi:reusable:3_3,e,
AgencyOrganizationReference,Agent,0,n,"Reference to an organization or individual, defined in the organization scheme, responsible for the life cycle event.",,,,,,,,,ddi:reusable:3_3,e,
Description,StructuredStringType,0,1,"A description of the event such as what the event included, its importance, or other significant information. Supports multiple language versions of the same content as well as optional formatting of the content.",,,,,,,,,ddi:reusable:3_3,e,
Relationship,RelationshipType,0,n,"Allows linking a lifecycle event to one or more sections of metadata. If no relationship is noted the lifecycle event relates to its full parent StudyUnit, Group, or Resource Package.",,,,,,,,,ddi:reusable:3_3,e,
