Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
StatisticalDataLocation,StatisticalDataLocationType,0,n,Reference to a PhysicalInstance that describes a data file containing the summary and/or category statistics OR contains the statistics in-line as in the case of the same data stored as an ASCII file and as an ORACLE file where the summary and category statistics are listed only in one of the physical instance files.,,,,,,,,,ddi:physicalinstance:3_3,e,
VariableStatisticsReference,VariableStatistics,0,n,One or more statistical measures that describe the responses to a particular variable. Include both variable and category level statistics.,,,,,,,,,ddi:physicalinstance:3_3,e,
