Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
TypeOfWeightingMethodology,CodeValueType,0,1,Allows for brief identification of the type of weighting methodology using an optional controlled vocabulary.,,,,,,,,,,,ddi:datacollection:3_3,e,
Description,StructuredStringType,0,1,Full description of the weighting methodology. Supports multiple language versions of the same content as well as optional formatting of the content.,,,,,,,,,,,ddi:reusable:3_3,e,
