Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
InstrumentSchemeName,langString,0,n,"A name for the InstrumentScheme.",,,,,,,,,,,ddi:datacollection:3_3,e,
Label,langString,0,n,"A display label for the InstrumentScheme.",,,,,,,,,,,ddi:reusable:3_3,e,
Description,langString,0,n,A description of the InstrumentScheme.,,,,,,,,,,,ddi:reusable:3_3,e,
InstrumentSchemeReference,InstrumentScheme,0,n,Allows for inclusion by reference of another Instrument Scheme.,,,,,,,,,,,ddi:reusable:3_3,e,
InstrumentReference,Instrument,0,n,Describes an instrument within this instrument scheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
InstrumentGroupReference,InstrumentGroup,0,n,Describes a group of instruments as in instrument group within an instrument scheme.,,,,,,,,,,,ddi:datacollection:3_3,e,
