Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
FilterVariableReference,Variable,0,1,"Reference to the variable used to filter the category level statistics. ",,,,,,,,,ddi:physicalinstance:3_2,e,
FilterVariableCategory,FilterVariableCategoryType,0,n,Provides filtered category statistics for the specified filter variable category.,,,,,,,,,ddi:physicalinstance:3_2,e,
