Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
CoordinateValue,string,0,1,The value of the coordinate expressed as a string.,,,,,,,,,ddi:reusable:3_3,e,
CoordinateType,string,1,1,"Identifies the type of point coordinate system using a controlled vocabulary. Point formats include decimal degree, degrees minutes seconds, decimal minutes, meters, and feet.",,,DecimalDegree DegreesMinutesSeconds DecimalMinutes Meters Feet,,,,,,,a,
