Name,DataType,MinCardinality,MaxCardinality,Description,Ordered,AllowSubtypes,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
LineParameter,LineParameterType,0,1,Specification of the line and offset for the beginning and end of the segment.,,,,,,,,,,,ddi:reusable:3_3,e,
CharacterParameter,CharacterParameterType,0,1,Specification of the character offset for the beginning and end of the segment.,,,,,,,,,,,ddi:reusable:3_3,e,
