Name,DataType,MinCardinality,MaxCardinality,Description,MinLength,MaxLength,Enumeration,Pattern,MinInclusive,MinExclusive,MaxInclusive,MaxExclusive,DeprecatedNamespace,DeprecatedElementOrAttribute,DeprecatedChoiceGroup
SampleFrameSchemeName,NameType,0,n,"A name for the sample frame scheme. May be expressed in multiple languages. Repeat the element to express names with different content, for example different names for different systems.",,,,,,,,,ddi:datacollection:3_3,e,
Label,LabelType,0,n,"A display label for the sample frame scheme. Supports multiple language versions of the same content as well as optional formatting of the content. Repeat for labels with different content, for example, labels with differing length limitations.",,,,,,,,,ddi:reusable:3_3,e,
Description,StructuredStringType,0,1,A description of the use of the sample frame scheme. Supports multiple language versions of the same content as well as optional formatting of the content.,,,,,,,,,ddi:reusable:3_3,e,
SampleFrameSchemeReference,SampleFrameScheme,0,n,Provides for inclusion by reference of external sample frame schemes.,,,,,,,,,ddi:reusable:3_3,e,
SampleFrameReference,SampleFrame,0,n,"An item (that is, a sample frame) belonging to the sample frame Scheme.",,,,,,,,,ddi:datacollection:3_3,e,
SampleFrameGroupReference,SampleFrameGroup,0,n,"An item (that is, a sample frame group) belonging to the sample frame Scheme.",,,,,,,,,ddi:datacollection:3_3,e,
